135,806,서울시,강남구,개포1동 경남아파트,2,서울시 강남구 개포1동 경남아파트
135,807,서울시,강남구,개포1동 우성3차아파트,2,서울시 강남구 개포1동 우성3차아파트(1∼6동)
135,806,서울시,강남구,개포1동 우성9차아파트,2,서울시 강남구 개포1동 우성9차아파트(901∼902동)
135,770,서울시,강남구,개포1동 주공아파트,2,서울시 강남구 개포1동 주공아파트(1∼16동)
135,805,서울시,강남구,개포1동 주공아파트,2,서울시 강남구 개포1동 주공아파트(17∼40동)
135,966,서울시,강남구,개포1동 주공아파트,2,서울시 강남구 개포1동 주공아파트(41∼85동)
135,807,서울시,강남구,개포1동 주공아파트,2,서울시 강남구 개포1동 주공아파트(86∼103동)
135,805,서울시,강남구,개포1동 주공아파트,2,서울시 강남구 개포1동 주공아파트(104∼125동)
135,807,서울시,강남구,개포1동 현대1차아파트,2,서울시 강남구 개포1동 현대1차아파트(101∼106동)
135,805,서울시,강남구,개포1동,2,서울시 강남구 개포1동565번지
135,806,서울시,강남구,개포1동,2,서울시 강남구 개포1동649∼651
135,807,서울시,강남구,개포1동,2,서울시 강남구 개포1동652∼653
135,810,서울시,강남구,개포1동,2,서울시 강남구 개포1동660
135,241,서울시,강남구,개포1동,2,서울시 강남구 개포1동
135,800,서울시,강남구,개포2동 우성8차아파트,2,서울시 강남구 개포2동 우성8차아파트(801∼803동)
135,771,서울시,강남구,개포2동 주공아파트,2,서울시 강남구 개포2동 주공아파트(201∼232동)
135,800,서울시,강남구,개포2동 주공아파트,2,서울시 강남구 개포2동 주공아파트(301∼325동)
135,772,서울시,강남구,개포2동 주공아파트,2,서울시 강남구 개포2동 주공아파트(401∼415동)
135,800,서울시,강남구,개포2동 주공아파트,2,서울시 강남구 개포2동 주공아파트(416∼458동)
135,800,서울시,강남구,개포2동 현대3차아파트,2,서울시 강남구 개포2동 현대3차아파트(1∼5동)
135,800,서울시,강남구,개포2동,2,서울시 강남구 개포2동94∼108번지
135,801,서울시,강남구,개포2동,2,서울시 강남구 개포2동138
135,802,서울시,강남구,개포2동,2,서울시 강남구 개포2동139∼140
135,800,서울시,강남구,개포2동,2,서울시 강남구 개포2동152∼156
135,802,서울시,강남구,개포2동,2,서울시 강남구 개포2동157∼169
135,800,서울시,강남구,개포2동,2,서울시 강남구 개포2동170∼177
135,803,서울시,강남구,개포2동,2,서울시 강남구 개포2동178
135,800,서울시,강남구,개포2동,2,서울시 강남구 개포2동179∼180
135,804,서울시,강남구,개포2동,2,서울시 강남구 개포2동188∼189
135,242,서울시,강남구,개포2동,2,서울시 강남구 개포2동
135,992,서울시,강남구,개포3동 주공아파트,2,서울시 강남구 개포3동 주공아파트(501∼506동)
135,993,서울시,강남구,개포3동 주공아파트,2,서울시 강남구 개포3동 주공아파트(601∼609동)
135,993,서울시,강남구,개포3동 주공아파트,2,서울시 강남구 개포3동 주공아파트(701∼708동)
135,993,서울시,강남구,개포3동,2,서울시 강남구 개포3동181∼185번지
135,994,서울시,강남구,개포3동,2,서울시 강남구 개포3동186∼187
135,243,서울시,강남구,개포3동,2,서울시 강남구 개포3동
135,773,서울시,강남구,개포4동 시영아파트,2,서울시 강남구 개포4동 시영아파트(1∼25동)
135,809,서울시,강남구,개포4동 시영아파트,2,서울시 강남구 개포4동 시영아파트(26∼30동)
135,809,서울시,강남구,개포4동 우성6차아파트,2,서울시 강남구 개포4동 우성6차아파트(1∼8동)
135,808,서울시,강남구,개포4동 현대2차아파트,2,서울시 강남구 개포4동 현대2차아파트(200∼220동)
135,808,서울시,강남구,개포4동,2,서울시 강남구 개포4동654∼656번지
135,809,서울시,강남구,개포4동,2,서울시 강남구 개포4동658
135,244,서울시,강남구,개포4동,2,서울시 강남구 개포4동
135,940,서울시,강남구,개포동 대청아파트,2,서울시 강남구 개포동 대청아파트
135,797,서울시,강남구,개포동 대치아파트,2,서울시 강남구 개포동 대치아파트
135,988,서울시,강남구,개포동 도시개발공사,2,서울시 강남구 개포동 도시개발공사
135,989,서울시,강남구,개포동 미씨860나산오피스텔,2,서울시 강남구 개포동 미씨860나산오피스텔
135,531,서울시,강남구,개포동 서울체신청,2,서울시 강남구 개포동 서울체신청
135,939,서울시,강남구,개포동 수서경찰서,2,서울시 강남구 개포동 수서경찰서
135,939,서울시,강남구,개포동,2,서울시 강남구 개포동12∼14번지
135,940,서울시,강남구,개포동,2,서울시 강남구 개포동18
135,522,서울시,강남구,개포동,2,서울시 강남구 개포동739∼749
135,240,서울시,강남구,개포동,2,서울시 강남구 개포동
135,726,서울시,강남구,논현1동 거평빌딩,2,서울시 강남구 논현1동 거평빌딩
135,529,서울시,강남구,논현1동 세라빌딩,2,서울시 강남구 논현1동 세라빌딩
135,814,서울시,강남구,논현1동 신동아아파트,2,서울시 강남구 논현1동 신동아아파트
135,749,서울시,강남구,논현1동 영풍빌딩,2,서울시 강남구 논현1동 영풍빌딩
135,811,서울시,강남구,논현1동,2,서울시 강남구 논현1동1∼4번지
135,812,서울시,강남구,논현1동,2,서울시 강남구 논현1동5∼11
135,811,서울시,강남구,논현1동,2,서울시 강남구 논현1동12∼17
135,813,서울시,강남구,논현1동,2,서울시 강남구 논현1동18∼19
135,814,서울시,강남구,논현1동,2,서울시 강남구 논현1동20∼26
135,812,서울시,강남구,논현1동,2,서울시 강남구 논현1동27∼29
135,815,서울시,강남구,논현1동,2,서울시 강남구 논현1동30∼42
135,814,서울시,강남구,논현1동,2,서울시 강남구 논현1동43∼54
135,815,서울시,강남구,논현1동,2,서울시 강남구 논현1동55∼58
